2025-09-13 12:16:34.206684,nakshatra,happy
2025-09-13 12:16:34.299797,nakshatra,happy
2025-09-13 12:16:34.392923,nakshatra,angry
2025-09-13 12:16:34.492053,nakshatra,angry
2025-09-13 12:16:34.587916,nakshatra,happy
2025-09-13 12:16:34.692902,nakshatra,happy
2025-09-13 12:16:34.792741,nakshatra,happy
2025-09-13 12:16:34.905322,nakshatra,happy
2025-09-13 12:16:35.025804,nakshatra,happy
2025-09-13 12:16:35.137505,nakshatra,happy
2025-09-13 12:16:35.243221,nakshatra,happy
2025-09-13 12:16:35.349967,nakshatra,neutral
2025-09-13 12:16:35.452038,nakshatra,neutral
2025-09-13 12:16:35.554518,nakshatra,neutral
2025-09-13 12:16:35.791340,nakshatra,happy
2025-09-13 12:16:35.898860,nakshatra,happy
2025-09-13 12:16:35.999625,nakshatra,angry
2025-09-13 12:16:36.111042,nakshatra,angry
2025-09-13 12:16:36.213268,nakshatra,happy
2025-09-13 12:16:36.323578,nakshatra,happy
2025-09-13 12:16:36.436307,nakshatra,happy
2025-09-13 12:16:36.548977,nakshatra,happy
2025-09-13 12:16:36.656753,nakshatra,happy
2025-09-13 12:16:36.762867,nakshatra,angry
2025-09-13 12:16:36.875365,nakshatra,angry
2025-09-13 12:16:36.982171,nakshatra,angry
2025-09-13 12:16:37.092884,nakshatra,happy
2025-09-13 12:16:37.200788,nakshatra,happy
2025-09-13 12:16:37.301728,nakshatra,happy
2025-09-13 12:16:37.395606,nakshatra,angry
2025-09-13 12:16:37.505490,nakshatra,angry
2025-09-13 12:16:37.610857,nakshatra,angry
2025-09-13 12:16:37.717573,nakshatra,angry
2025-09-13 12:16:37.827245,nakshatra,angry
2025-09-13 12:16:37.931965,nakshatra,happy
2025-09-13 12:16:38.034281,nakshatra,surprise
2025-09-13 12:16:38.137112,nakshatra,neutral
2025-09-13 12:16:38.248814,nakshatra,neutral
2025-09-13 12:16:38.354763,nakshatra,surprise
2025-09-13 12:16:38.464589,nakshatra,neutral
2025-09-13 12:16:38.573742,nakshatra,neutral
2025-09-13 12:16:38.681155,nakshatra,neutral
2025-09-13 12:16:38.796965,nakshatra,neutral
2025-09-13 12:16:38.905779,nakshatra,neutral
2025-09-13 12:16:39.014926,nakshatra,neutral
2025-09-13 12:16:39.127624,nakshatra,neutral
2025-09-13 12:16:39.240323,nakshatra,neutral
2025-09-13 12:16:39.350134,nakshatra,neutral
2025-09-13 12:16:39.448229,nakshatra,neutral
2025-09-13 12:16:39.546090,nakshatra,neutral
2025-09-13 12:16:39.633295,nakshatra,happy
2025-09-13 12:16:39.732859,nakshatra,happy
2025-09-13 12:16:39.828058,nakshatra,happy
2025-09-13 12:16:39.921869,nakshatra,happy
2025-09-13 12:16:40.019475,nakshatra,happy
2025-09-13 12:16:40.120828,nakshatra,happy
2025-09-13 12:16:40.216885,nakshatra,happy
2025-09-13 12:16:40.307853,nakshatra,happy
2025-09-13 12:16:40.403718,nakshatra,happy
2025-09-13 12:16:40.509471,nakshatra,happy
2025-09-13 12:16:40.632108,nakshatra,happy
2025-09-13 12:16:40.730890,nakshatra,neutral
2025-09-13 12:16:40.830548,nakshatra,neutral
2025-09-13 12:16:40.975617,nakshatra,surprise
2025-09-13 12:16:41.085809,nakshatra,neutral
2025-09-13 12:16:41.196407,nakshatra,surprise
2025-09-13 12:16:41.300468,nakshatra,surprise
2025-09-13 12:16:41.401889,nakshatra,neutral
2025-09-13 12:16:41.513646,nakshatra,neutral
2025-09-13 12:16:41.621296,nakshatra,neutral
2025-09-13 12:16:41.723386,nakshatra,neutral
2025-09-13 12:16:41.832513,nakshatra,surprise
2025-09-13 12:16:41.940689,nakshatra,surprise
2025-09-13 12:16:42.052421,nakshatra,neutral
2025-09-13 12:16:42.162097,nakshatra,neutral
2025-09-13 12:16:42.276791,nakshatra,surprise
2025-09-13 12:16:42.386951,nakshatra,neutral
2025-09-13 12:16:42.482441,nakshatra,surprise
2025-09-13 12:16:42.586244,nakshatra,surprise
2025-09-13 12:16:42.703632,nakshatra,surprise
2025-09-13 12:16:42.807247,nakshatra,surprise
2025-09-13 12:16:42.909395,nakshatra,surprise
2025-09-13 12:16:43.013829,nakshatra,surprise
2025-09-13 12:16:43.113647,nakshatra,surprise
2025-09-13 12:16:43.221395,nakshatra,surprise
2025-09-13 12:16:43.332072,nakshatra,surprise
2025-09-13 12:16:43.437670,nakshatra,surprise
2025-09-13 12:16:43.534533,nakshatra,surprise
2025-09-13 12:16:43.656795,nakshatra,surprise
2025-09-13 12:16:43.763302,nakshatra,surprise
2025-09-13 12:16:43.870608,nakshatra,neutral
2025-09-13 12:16:43.984033,nakshatra,neutral
2025-09-13 12:16:44.078272,nakshatra,neutral
2025-09-13 12:16:44.180621,nakshatra,angry
2025-09-13 12:16:44.280958,nakshatra,neutral
2025-09-13 12:16:44.378569,nakshatra,neutral
2025-09-13 12:16:44.477112,nakshatra,sad
2025-09-13 12:16:44.580805,nakshatra,sad
2025-09-13 12:16:44.678542,nakshatra,neutral
2025-09-13 12:16:44.788251,nakshatra,happy
2025-09-13 12:16:44.876976,nakshatra,happy
2025-09-13 12:16:44.972439,nakshatra,happy
2025-09-13 12:16:45.060759,nakshatra,neutral
2025-09-13 12:16:45.150685,nakshatra,neutral
2025-09-13 12:16:45.245305,nakshatra,neutral
2025-09-13 12:16:45.338472,nakshatra,neutral
2025-09-13 12:16:45.421771,nakshatra,neutral
2025-09-13 12:16:45.520518,nakshatra,neutral
2025-09-13 12:16:45.617056,nakshatra,neutral
2025-09-13 12:16:45.728712,nakshatra,neutral
2025-09-13 12:16:45.822578,nakshatra,neutral
2025-09-13 12:16:45.920317,nakshatra,neutral
2025-09-13 12:16:46.027857,nakshatra,neutral
2025-09-13 12:16:46.119611,nakshatra,neutral
2025-09-13 12:16:46.206291,nakshatra,neutral
2025-09-13 12:16:46.312709,nakshatra,neutral
2025-09-13 12:16:46.410415,nakshatra,neutral
2025-09-13 12:16:46.532027,nakshatra,neutral
